Sentence,Unigram_Add-One,Unigram_Add-K,Unigram_Token-Type,Bigram_Add-One,Bigram_Add-K,Bigram_Token-Type,Trigram_Add-One,Trigram_Add-K,Trigram_Token-Type,Quadrigram_Add-One,Quadrigram_Add-K,Quadrigram_Token-Type
"<s> पूरी कहानी 
यहां पढ़ें
. </s>",-45.792652096371185,-45.77076383851018,-90.28380278587834,-97.63491107381103,-97.6269574837396,-108.87573150077347,-122.12633076544088,-121.61987430964209,-126.64809250209721,-110.52408446371419,-110.52408446371419,-110.52408446371419
"<s> यही नहीं, वे यह भी सीखते हैं कि लड़कियाँ या स्त्रियाँ उनके लिए हैं. </s>",-156.9386007433909,-156.9035875236349,-238.56441413488756,-310.5508193853942,-310.535259402365,-330.1846770098507,-371.2164506315507,-370.7122259143068,-375.3272856271303,-359.2032745070711,-359.2032745070711,-359.2032745070711
<s> इस तरह अमेरिका में 25 सालों तक जारी रहा नियम समाप्त हो गया. </s>,-120.08197266555197,-120.03778277070485,-211.05230059396752,-233.2291405595138,-233.20639466770686,-260.29244327508707,-322.7545514290297,-321.7480428703593,-336.188755107807,-331.57225339114257,-331.57225339114257,-331.57225339114257
"<s> यूं हाल ही में ब्रिटेन, कनाडा और जर्मनी जैसे देशों में जब हमने हिन्दी सिने प्रेमियों से बात की तो पता लगा कि वहाँ इस फ़िल्म को लेकर कोई ख़ास उत्साह नहीं है. </s>",-299.3476691648635,-299.2468629985915,-489.80239491585735,-583.6143865360854,-583.5797667490061,-630.5471399299795,-769.8846164680002,-765.8211560122031,-819.7658290574641,-840.779614497389,-839.2737953550469,-853.2607751722998
"<s> आप हमें 
फ़ेसबुक
, 
ट्विटर
, 
इंस्टाग्राम
 और 
यूट्यूब
 पर फ़ॉलो भी कर सकते हैं. </s>",-143.35369734460264,-143.32301517699264,-236.10557484266386,-286.5948987191067,-286.58535769516754,-301.71004620236556,-365.39580932715285,-363.8824411873524,-379.9442013630169,-386.83429562299966,-386.83429562299966,-386.83429562299966
"<s> (बीबीसी हिन्दी के एंड्रॉएड ऐप के लिए आप यहां 
क्लिक
 कर सकते हैं. </s>",-145.33706314921616,-145.30764988992308,-223.52683051348782,-253.49326287444416,-253.47500432758068,-274.0649603133724,-309.10423985205,-307.6148848491936,-324.6820944278182,-331.57225339114257,-331.57225339114257,-331.57225339114257
"<s> जो-रीयूनिफिकेशन ऑर्गनाइजेशन या जोरो की दलील है कि इस जनजाति के लोग भारत, म्यांमार और बांग्लादेश के अलग-अलग हिस्सों में रहते हैं. </s>",-252.92937128769802,-252.87312483002452,-368.8951000023082,-466.13559239929424,-466.11174288731326,-494.8643136267855,-523.6882095796581,-521.1722373275425,-550.3466125531648,-565.7819318570708,-565.2773772085985,-569.9408110038348
<s> 'अपने आपको ख़ुशनसीब समझता हूं कि मैंने अपने जीवन में कुछ समय मोईन भाई के साथ गुज़ारा और उनके क़दमों में बैठा. </s>,-226.6028289197074,-226.65726768398744,-343.253613623907,-443.328721401018,-443.296821251384,-480.8669377739812,-475.35187779103865,-471.2976199282509,-515.8262386549279,-566.682717500899,-566.1873968249441,-569.9408121457477
<s> अपनी दृढ़ इच्छाशक्ति की बदौलत आज उनमें से अधिकतर अपने अपने क्षेत्र में तरक्की कर रहे हैं. </s>,-157.00990414697998,-156.95538435629805,-263.1810824550509,-331.76701440658957,-331.74657428009914,-356.9093681163533,-420.8860157932912,-419.3682118024432,-435.206288723385,-428.23036093869445,-427.7310308162325,-431.7857062956518
<s> रणदीप ने सफ़ेद पोशाक पहनी थी और इस अवसर पर उनका परिवार-रिश्तेदार मौजूद थे. </s>,-160.3581521872982,-160.31839058641395,-238.4363262025109,-296.32808216321644,-296.31078396087236,-316.18843241288016,-349.48443085556636,-348.46543929447296,-363.81961297911414,-345.84812231316454,-345.3565285721991,-348.89264336857104
<s> यह यौनिक व्यवहार है. </s>,-65.12628667595183,-65.13582894699799,-91.42518151239591,-117.70609415666213,-117.70292882105453,-124.03036277263962,-110.52408446371419,-110.52408446371419,-110.52408446371419,-82.89306334778564,-82.89306334778564,-82.89306334778564
<s> गिल के बल्ले से पहली पारी में 13 और दूसरी पारी में 18 रन निकले. </s>,-136.15883510482487,-136.10896237624843,-234.64822669138934,-222.91684341063691,-222.88886043699492,-245.6151253730643,-345.3157986594681,-343.28103833755915,-368.4370917631155,-372.17986215783156,-371.6742465419548,-376.52366280168087
<s> सीएसके खिलाड़ी से उसका सर्वश्रेष्ठ निकालना जानती है. </s>,-101.09487797990235,-101.06823371553256,-145.01702333142862,-205.23491007250013,-205.2347471968413,-206.57872228163495,-221.04816892742838,-221.04816892742838,-221.04816892742838,-193.41714781149983,-193.41714781149983,-193.41714781149983
"<s> डॉ संजीव कहते हैं, ""हमारे लिए गाडगिल रिपोर्ट का रुख़ करना बेहद ज़रूरी है, जिसमें बताया गया है कि इस संवेदनशील ज़मीन का प्रबंधन अलग तरीके से किया जाना चाहिए. </s>",-322.0872722433403,-322.0242490292631,-480.1204666004542,-616.5266659618898,-616.4969152171981,-659.5900862397716,-701.0981702480086,-697.559309590311,-748.3790470086306,-752.6071048422159,-751.0827015924735,-770.3676402768946
<s> वो 'घर वापसी' की भी बात करते हैं. </s>,-119.05049530992338,-119.02831730270147,-171.9884825817909,-177.97538747757272,-177.96317746678434,-192.51581750361163,-203.68159619589196,-203.17272168251117,-209.5411301034785,-193.41714781149983,-193.41714781149983,-193.41714781149983
"<s> उन्होंने समाचार एजेंसी एएनआई से बातचीत में कहा था, ""अमेरिका में इनहेरिटेंस टैक्स की व्यवस्था है. </s>",-202.08453161646162,-202.04110075442293,-291.136245427396,-316.48271959646974,-316.461516049008,-343.25216564713025,-372.5246720846968,-370.4916820585279,-396.0680402205909,-370.66795172778296,-369.1678211648421,-383.5334058042183
<s> नरसिम्हा राव जब भारत के प्रधानमंत्री बने तो उनकी उम्र 70 साल की थी और वो एक तरह से राजनीति को अलविदा कह चुके थे. </s>,-209.58562793303088,-209.50553348250523,-369.5031114715891,-374.5123846722851,-374.4606862241732,-423.5835800722051,-523.433036613776,-518.3663210678756,-575.705136683669,-635.9523817667512,-634.9618090198787,-642.523244114631
<s> क्या एक एयरलाइन एक विकलांग पायलट को काम पर रख सकती है? </s>,-119.25611107253562,-119.21643829305043,-197.39088048406632,-249.15345506241067,-249.13847307705322,-260.9573130523827,-299.39810394764737,-298.38649516359,-308.5582232598234,-303.941232275214,-303.941232275214,-303.941232275214
"<s> ""  • आईटीएएम के 57 वर्षीय निदेशक अलेक्जेंडर शिप्ल्युक को 2022 में गिरफ्तार किया गया था. </s>",-207.3323676125763,-207.29143267848852,-291.8028732711467,-340.6498776988349,-340.64429654454426,-357.3268461767488,-404.3124797649725,-403.2922442877218,-419.0819307167647,-398.05888597951366,-397.5489778893815,-404.1546728892071
<s> मैं पूणे से ट्रेन से बॉम्बे आया और मेरे साथ सीके नायडू भी थे. </s>,-141.093185299856,-141.05890974542936,-223.6676336769551,-314.87019201130806,-314.8533921256178,-330.2406768347023,-356.3502104448027,-355.3478952040324,-363.82027940881517,-359.2032745070711,-359.2032745070711,-359.2032745070711
