Sentence,Quad-Add-One,Quad-Add-K,p_quad_token_type
इस  दौरान  इंडस्ट्री  के  तमाम  सितारों  से  लेकर  उनके  फैंस  तक  ने  उन्हें  बधाई  दी .,4.0519697793589645e-112,2.7177844729761507e-108,6.312873886252407e-133
मां  भी  उनके  पास  सो  गई ।,3.1634995199716156e-54,2.089420574610804e-52,6.121648137643117e-63
क्राइम  ब्रांच  ने  तिहाड़  जेल  से  रिमांड  पर  लेकर  उससे  पूछताछ  की  थी ।,2.760389565778104e-95,2.723805683474521e-91,2.2416089496695904e-117
इसके  साथ  ही  आक्सीजन  सिलेंडर  का  भंडारण  एवं  कालाबाजारी  की  जा  रही  है ।,1.4981787944887379e-84,6.400066024700615e-81,2.2589456234022724e-117
गर्भनिरोधकों  के  इस्तेमाल  का  अधिक  सामाजिक  दबाव  महिलाएं  ही  झेल  रही  हैं ।,3.4146987009925022e-99,2.849203590950963e-96,1.3403131108591253e-109
जो  दूर - दूर  तक  संदेश  का  आदान - प्रदान  करते  थे ।,2.2444604147303744e-88,8.771329475518578e-85,1.3403037644118576e-109
वह  मेरी  माता  जी  के  साथ  भी  सांसद  रहे  हैं ।,1.2533851554245308e-76,9.134256309333831e-74,4.805542436859869e-94
"जवाब  में  बताया  गया  कि  पहले  एसआईटी  की  तरफ  से  थे , अब  राज्य  सरकार  की  ओर  से  हैं ।",2.9932837452629804e-152,1.0508225422694205e-147,6.267964272835087e-181
नड्डा  2019 के  लोकसभा  चुनाव  में  राजनीतिक  रूप  से  महत्वपूर्ण  राज्य  उत्तर  प्रदेश  में  भाजपा  के  चुनाव  अभियान  के  प्रभारी  थे ।,4.0734401916869136e-148,9.530300554862592e-142,1.3714300894058521e-179
राकेश  रंजन  बागी  हो  गए  हैं ।,4.4566202188198623e-48,4.291159118007221e-46,6.127694105871821e-63
भ्रष्टाचार  के  खिलाफ  सरकार  शून्य  सहनशीलता  की  नीति  पर  चल  रही  है ।,3.017752593657182e-85,1.1363950225682247e-81,1.3431899501972997e-109
"डीसीपी  ने  लिखा , तबलीग़ी  जमात  का  इसमें  अलग़  से  कोई  ज़िक्र  नहीं  है .",1.421571397927996e-129,6.439430572425543e-127,4.790452371210128e-142
इस  कला  में  प्रत्येक  विषय  अलग - अलग  ढंग  से  दर्शाया  जाता  है ।,1.2631303624188924e-95,5.610952274848623e-92,2.2580815251944035e-117
उत्तर  प्रदेश  में  महिलाओं  और  बच्चियों  पर  अत्याचार  की  घटनाएँ  लगातार  बढ़  रही  हैं ।,7.406072200160395e-99,7.203025960220357e-95,3.751252281430955e-125
पार्टी  के  संसदीय  दल  के  नेता  और  राष्ट्रीय  अध्यक्ष  पद  से  हटाए  जाने  के  बाद  अब  चिराग  पासवान  ने  पार्टी  की  राष्ट्रीय  कार्यकारिणी  की  बैठक  बुलाई  है ।,3.81523124934074e-178,4.7476312395247554e-170,3.0018009631902755e-226
इसमें  लाल  इंसर्ट  के  साथ  साइड  सिल  गार्निश  भी  दिया  गया  है ।,6.057627187973708e-88,7.247917742121469e-85,1.346197682061047e-109
उल्लेखनीय  है  कि  पूर्व  में  यह  भर्ती  रैली  कवर्धा  में  आयोजित  होने  वाली  थी ।,5.274429323049222e-96,1.1310194680316556e-91,3.7484380661434246e-125
"वहीं , गुर्जर  आंदोलन  के  मद्देनजर  राजधानी  जयपुर  में  उच्चस्तरीय  बैठकें  हो  रही  हैं  ताकि  आंदोलनकारियों  से  बातचीत  की  कोई  राह  निकाली  जा  सके ।",1.9839214062649085e-202,6.276832766562596e-198,8.216487182920984e-220
राहुल  ने  काम  उम्र  में  ही  2010 मे  Thailand मे  टीम  की  कप्तानी  की .,5.2095604387970425e-111,1.2756839892863932e-107,3.747477950316376e-125
इसमें  एक  मिनी  स्कूटर  पर  एक  व्यक्‍ ित  पंचर  मिनीवैन  लादकर  जाते  हुए  दिख  रहा  है ।,3.474834965058279e-117,3.1912459371133504e-113,1.0526259530425513e-140
"उन्होंने  कहा , ' नहीं , मैंने  उनसे  कहा  कि  मैंने  उनके  बारे  में  सुना  है  कि  वो  प्रैंक  करते  हैं  और  अब  जब  मैं  इसके  बारे  में  जानती  हूं , तो  उन्हें  मुझे  अपनी  टीम  में  लेना  चाहिए .",0.0,2e-323,0.0
वे  पशुचिकित्सा  veterinary sciences के  जनक  माने  जाते  हैं ।,2.027905325332849e-70,6.823510484967776e-68,2.8661811637516376e-86
"एक  रिपोर्ट  में  कहा  गया  है  कि  मॉस्को  के  कई  केंद्रों  में  स्पूतनिक  वी  वैक्सीन  के  तीसरे  चरण  का  क्लिीनिकल  ट्रायल  को  रोक  दिया  गया , क्योंकि  ट्रायल  के  लिए  वालंटियर्स  को  दिए  जाने  वाले  खुराक  की  कमी  हो  गई  थी ।",5.9961172583637285e-298,8.913381494063174e-289,0.0
पुलिस  ने  बच्ची  की  मां  के  बयान  पर  पीड़िता  को  मेडिकल  जांच  के  लिए  नजदीकी  अस्पताल  में  भेजा ।,5.915519014246767e-126,1.2368243069463503e-120,2.937199511564505e-156
खुद  खेल  मंत्रालय  ने  स्टेडियम  प्रशासन  से  इसका  प्रस्ताव  मंगवाया  है ।,1.3237033190828191e-93,4.5025003648966974e-91,8.009912371873563e-102
